Query_ID;Subject_ID;Percentage_Identity;Alignment_Length;Mismatches;Gap_Openings;Query_Start;Query_End;Subject_Start;Subject_End;E-value;BitScore;treatments
k99_7579141_1;IS12;51.7;87;41;1;1;86;130;216;4.08e-20;74.7;L
k99_7579141_1;IS10;51.7;87;36;2;1;86;130;211;8.85e-16;62.8;L
k99_7583573_1;IS12;51.7;60;29;0;20;79;45;104;1.18e-17;67.4;L
k99_7584309_1;101;53.8;91;42;0;1;91;56;146;3.82e-31;105.0;L
k99_7584309_1;102;59.6;89;35;1;1;89;138;225;5.2399999999999995e-30;102.0;L
k99_7584309_1;Est18_23;51.7;89;42;1;1;89;130;217;4.4499999999999995e-23;85.1;L
k99_7598757_1;102;68.2;44;12;2;36;79;12;53;3.86e-12;52.0;L
k99_7599643_1;IS12;50.0;48;24;0;1;48;245;292;6.59e-11;48.1;L
k99_7606679_1;202;59.5;37;15;0;1;37;32;68;4.72e-10;47.0;L
k99_7629412_1;102;52.6;156;66;4;24;178;11;159;8.09e-50;155.0;L
k99_7632607_1;Est18_23;53.8;143;66;0;29;171;76;218;1.68e-50;162.0;L
k99_7642745_1;IS12;54.8;166;74;1;4;168;81;246;1.6800000000000002e-57;175.0;L
k99_7645078_1;202;51.2;43;21;0;16;58;32;74;4.18e-09;47.0;L
k99_7647759_1;403;75.4;57;13;1;1;57;45;100;2.15e-27;92.0;L
k99_7647759_1;Mors1;75.4;57;12;1;3;57;87;143;6.9e-27;91.3;L
k99_7647759_1;PET6;71.9;57;15;1;1;57;58;113;7.92e-25;85.5;L
k99_7647759_1;RgCut-2;67.3;52;17;0;6;57;50;101;8.989999999999999e-24;82.4;L
k99_7647759_1;EsteraseMG8;69.6;56;16;1;2;57;66;120;9.069999999999999e-24;82.8;L
k99_7647759_1;PLE628;66.1;56;18;1;2;57;69;123;9.219999999999999e-23;80.1;L
k99_7647759_1;PLE629;69.6;56;16;1;2;57;74;128;1.95e-22;79.3;L
k99_7647759_1;PET2;67.2;58;17;2;1;57;68;124;2.51e-22;79.0;L
k99_7647759_1;jmPE14;69.4;49;15;0;9;57;39;87;3.22e-22;78.2;L
k99_7647759_1;jmPE13;69.4;49;15;0;9;57;41;89;3.3e-22;78.2;L
k99_7647759_1;PE-H;65.5;55;18;1;3;57;67;120;9.04e-22;77.4;L
k99_7647759_1;PaCut;67.3;49;16;0;9;57;66;114;1.65e-21;76.6;L
k99_7647759_1;PbauzCut;67.3;55;17;1;3;57;67;120;3.3200000000000002e-21;75.9;L
k99_7647759_1;PpCutA;65.5;55;18;1;3;57;67;120;8.9e-21;74.7;L
k99_7647759_1;PsCut;65.5;55;18;1;3;57;67;120;8.9e-21;74.7;L
k99_7647759_1;RgPETase;58.3;60;22;1;1;57;48;107;1.13e-20;74.3;L
k99_7647759_1;PET5;70.8;48;14;0;10;57;79;126;1.83e-20;73.9;L
k99_7647759_1;PpelaLip;63.6;55;19;1;3;57;67;120;3.45e-20;73.2;L
k99_7647759_1;AdCut;64.6;48;17;0;10;57;76;123;2.4e-19;70.9;L
k99_7647759_1;BurPL;58.2;55;23;0;3;57;185;239;3.35e-18;68.2;L
k99_7647759_1;Thh_Est;58.2;55;22;1;3;57;30;83;1.21e-17;65.9;L
k99_7647759_1;405;52.6;57;26;1;1;56;41;97;9.4e-16;60.8;L
k99_7647759_1;PHL-5;50.0;60;25;2;3;57;25;84;2.22e-15;59.7;L
k99_7659123_4;PpEst;50.3;179;89;0;23;201;23;201;2.9500000000000003e-64;191.0;L
k99_4004_2;Est8_89;50.0;106;53;0;1;106;161;266;1.79e-32;107.0;LW
k99_4420_1;PpEst;58.0;119;50;0;25;143;19;137;4.7999999999999995e-46;141.0;LW
k99_17112_1;202;54.1;37;17;0;17;53;35;71;7.82e-10;47.0;LW
k99_17675_2;PpEst;51.4;177;86;0;1;177;25;201;1.2e-63;187.0;LW
k99_24688_1;102;51.8;199;91;3;22;216;7;204;1.04e-65;198.0;LW
k99_24688_1;101;53.0;134;55;4;99;226;2;133;2.5299999999999997e-38;127.0;LW
k99_28908_1;BsEstB;52.5;40;19;0;1;40;179;218;2.69e-09;45.8;LW
k99_29816_1;Est18_23;53.6;112;52;0;3;114;76;187;5.4099999999999995e-42;136.0;LW
k99_29816_1;BsEstB;51.8;110;50;2;5;114;80;186;1.4e-34;116.0;LW
k99_34120_2;Est18_23;61.2;484;187;1;5;487;2;485;3.07e-229;632.0;LW
k99_34120_2;102;50.2;217;103;4;6;220;12;225;1.11e-60;194.0;LW
k99_46996_1;202;52.6;38;18;0;111;148;35;72;4.37e-09;48.5;LW
k99_52186_1;Est8_89;54.2;131;60;0;8;138;89;219;2.6899999999999998e-42;136.0;LW
k99_54525_1;IS12;52.2;182;85;2;9;189;51;231;8.49e-56;172.0;LW
k99_63461_1;102;57.2;152;55;6;6;151;30;177;2.07e-51;158.0;LW
k99_64472_1;PpEst;57.5;179;76;0;9;187;23;201;3.55e-75;218.0;LW
k99_67424_2;202;52.8;36;17;0;149;184;36;71;3.83e-06;40.4;LW
k99_71826_1;102;50.9;53;26;0;1;53;173;225;1.87e-13;59.7;LW
k99_73611_1;202;51.2;41;20;0;132;172;32;72;2.66e-07;42.7;LW
k99_77986_1;Est18_23;50.0;38;19;0;38;75;162;199;2.91e-08;45.1;LW
k99_92561_1;Est18_23;50.0;88;43;1;1;87;139;226;6.3e-20;77.8;LW
k99_93797_1;102;55.6;117;48;2;1;114;85;200;4.87e-43;135.0;LW
k99_93797_1;Est18_23;60.3;116;43;3;1;114;78;192;3.95e-41;134.0;LW
k99_93797_1;101;53.4;118;49;2;3;114;2;119;1.15e-34;114.0;LW
k99_93797_1;BsEstB;53.4;116;48;4;1;114;80;191;1.31e-32;111.0;LW
k99_94444_1;202;58.5;41;17;0;11;51;34;74;3.47e-11;52.4;LW
k99_97294_1;BsEstB;51.4;107;48;3;1;107;132;234;6.19e-28;98.2;LW
k99_99738_1;PLE628;86.8;76;10;0;1;76;232;307;7.04e-50;151.0;LW
k99_99738_1;PbauzCut;72.4;76;21;0;1;76;227;302;6.6e-40;125.0;LW
k99_99738_1;PLE629;71.3;80;19;1;1;76;237;316;4.8899999999999997e-39;124.0;LW
k99_99738_1;PsCut;71.1;76;22;0;1;76;227;302;5.1599999999999997e-39;123.0;LW
k99_99738_1;PE-H;69.7;76;23;0;1;76;229;304;7.58e-39;123.0;LW
k99_99738_1;EsteraseMG8;69.6;79;21;1;1;76;229;307;8.07e-39;123.0;LW
k99_99738_1;PpCutA;68.4;76;24;0;1;76;227;302;7.99e-38;120.0;LW
k99_99738_1;jmPE14;66.7;78;22;2;1;76;196;271;7.890000000000001e-35;112.0;LW
k99_99738_1;jmPE13;64.1;78;24;2;1;76;198;273;3.2399999999999997e-34;110.0;LW
k99_99738_1;403;59.2;76;31;0;1;76;209;284;3.14e-33;108.0;LW
k99_99738_1;PaCut;61.8;76;29;0;1;76;223;298;1.6e-32;106.0;LW
k99_99738_1;PpelaLip;59.5;79;29;1;1;76;229;307;1.8700000000000002e-32;106.0;LW
k99_99738_1;PET5;57.9;76;32;0;1;76;235;310;2.11e-31;103.0;LW
k99_99738_1;BurPL;54.4;79;33;1;1;76;348;426;1.21e-28;98.2;LW
k99_99738_1;PET6;55.3;76;34;0;1;76;222;297;2.1e-28;95.9;LW
k99_99738_1;PET12;53.2;79;34;1;1;76;220;298;5.76e-28;94.7;LW
k99_105936_1;102;51.4;105;48;2;3;105;24;127;1.1200000000000001e-29;100.0;LW
k99_115141_1;PpEst;51.5;103;50;0;1;103;99;201;2.94e-36;115.0;LW
k99_136578_1;PpEst;60.4;169;67;0;7;175;22;190;5.22e-69;201.0;LW
k99_136848_1;202;51.1;45;22;0;109;153;32;76;7.57e-10;50.4;LW
k99_137968_1;IS11;59.0;61;25;0;19;79;62;122;1.14e-20;78.2;LW
k99_143331_2;202;57.9;38;16;0;149;186;32;69;1.95e-07;43.9;LW
k99_146819_1;Est18_23;53.1;113;52;1;1;113;85;196;1.06e-36;122.0;LW
k99_146819_1;102;52.1;117;48;4;1;113;92;204;5.29e-35;114.0;LW
k99_156921_1;EstB;70.6;17;5;0;21;37;17;33;8.19e-07;35.0;LW
k99_168040_2;202;61.8;34;13;0;133;166;36;69;4.62e-06;40.0;LW
k99_173952_1;102;57.1;84;35;1;1;84;143;225;6.28e-24;91.7;LW
k99_180998_1;jmPE14;54.7;128;58;0;1;128;144;271;1.23e-54;165.0;LW
k99_180998_1;403;55.5;128;57;0;1;128;157;284;4.9599999999999994e-54;164.0;LW
k99_180998_1;PaCut;51.6;128;62;0;1;128;171;298;3.65e-51;157.0;LW
k99_180998_1;jmPE13;51.6;128;62;0;1;128;146;273;4.3e-50;153.0;LW
k99_180998_1;PET6;50.0;128;64;0;1;128;170;297;3.26e-49;152.0;LW
k99_180998_1;BurPL;51.6;122;55;2;10;128;306;426;2.9e-41;134.0;LW
k99_180998_1;AdCut;54.9;102;44;2;9;110;189;288;4.18e-38;123.0;LW
k99_181018_1;Est18_23;56.8;185;77;2;3;184;35;219;1.35e-60;191.0;LW
k99_184842_2;IS12;58.5;176;67;4;1;173;124;296;2.59e-59;181.0;LW
k99_193710_5;102;53.0;198;86;5;36;232;12;203;1.86e-62;190.0;LW
k99_193710_5;101;52.8;123;50;3;116;232;2;122;6.400000000000001e-37;124.0;LW
k99_208919_1;LipMRD9\tBacillota\tBacillus;51.7;29;14;0;2;30;85;113;1.42e-06;38.1;LW
k99_217272_1;IS11;53.9;76;35;0;6;81;8;83;1.86e-20;75.9;LW
k99_217974_2;IS12;62.6;91;32;2;42;131;42;131;5.39e-35;115.0;LW
k99_223589_1;711;59.5;37;14;1;105;141;119;154;1.05e-08;44.7;LW
k99_223589_1;611;54.1;37;16;1;105;141;121;156;7.67e-07;39.3;LW
k99_223589_1;606;51.4;37;17;1;105;141;119;154;1.05e-06;38.9;LW
k99_223589_1;BurPL;54.1;37;16;1;105;141;279;314;3.02e-06;37.7;LW
k99_233127_1;102;50.5;111;45;5;36;146;14;114;2.86e-25;90.5;LW
k99_233710_1;BsEstB;51.6;95;45;1;1;95;169;262;2.66e-28;99.4;LW
k99_249577_1;202;51.9;52;25;0;72;123;21;72;8.71e-13;58.2;LW
k99_261258_1;IS11;58.3;228;91;1;25;248;29;256;1.13e-92;273.0;LW
k99_266392_1;202;55.3;38;17;0;4;41;34;71;5.45e-07;40.8;LW
k99_270588_2;IS11;63.6;55;20;0;12;66;16;70;1.03e-18;70.1;LW
k99_277163_1;102;51.8;139;65;2;8;146;12;148;2e-36;120.0;LW
k99_285056_2;102;54.1;37;17;0;48;84;14;50;3.82e-10;46.6;LW
k99_285056_2;BsEstB;54.3;35;15;1;50;84;11;44;2.66e-09;44.3;LW
k99_296113_2;102;68.8;32;10;0;13;44;82;113;2.42e-13;54.3;LW
k99_296581_1;BsEstB;57.6;158;57;4;4;151;38;195;5.69e-49;157.0;LW
k99_296581_1;102;53.2;171;61;5;1;155;41;208;5.76e-47;147.0;LW
k99_296581_1;Est18_23;62.7;126;40;3;39;157;77;202;2.51e-45;147.0;LW
k99_296581_1;101;55.6;124;41;5;42;152;2;124;2.58e-35;117.0;LW
k99_301623_1;Est18_23;53.0;149;70;0;2;150;71;219;9.809999999999999e-54;169.0;LW
k99_301623_1;BsEstB;51.4;142;66;1;7;148;78;216;5.14e-46;149.0;LW
k99_306274_1;202;66.7;39;13;0;6;44;36;74;3.86e-13;55.8;LW
k99_314113_1;101;53.1;143;60;2;120;255;2;144;5.39e-42;139.0;LW
k99_315967_1;202;68.4;38;12;0;103;140;34;71;1.93e-10;52.4;LW
k99_316576_1;Est18_23;60.9;64;25;0;1;64;154;217;7.769999999999999e-23;84.7;LW
k99_316576_1;BsEstB;60.3;63;25;0;2;64;154;216;9.46e-22;81.6;LW
k99_318096_1;BsEstB;58.2;91;34;3;12;102;118;204;1.1900000000000001e-27;97.1;LW
k99_318096_1;102;53.8;91;36;3;12;100;125;211;1.19e-25;89.7;LW
k99_318096_1;Est18_23;53.8;91;41;1;12;102;116;205;1.9099999999999999e-25;90.9;LW
k99_319021_1;202;65.8;38;13;0;99;136;32;69;8.1e-10;50.8;LW
k99_319364_1;EstB;54.7;106;47;1;30;134;17;122;1.65e-33;110.0;LW
k99_341366_3;102;59.4;32;13;0;33;64;170;201;4.01e-07;41.6;LW
k99_346889_1;101;53.1;145;59;3;115;252;2;144;6.599999999999999e-41;137.0;LW
k99_366358_1;IS12;67.8;115;37;0;2;116;97;211;1.6099999999999998e-52;160.0;LW
k99_366358_1;IS10;58.4;113;47;0;2;114;97;209;6.059999999999999e-42;133.0;LW
k99_366523_1;IS12;56.6;113;49;0;1;113;147;259;4.1699999999999996e-42;133.0;LW
k99_376681_1;102;52.4;63;30;0;6;68;163;225;3.84e-18;72.4;LW
k99_382112_1;101;50.0;68;27;2;83;145;2;67;2.42e-14;60.8;LW
k99_392261_1;Ces39_5;65.3;49;17;0;2;50;199;247;2.32e-19;70.1;LW
k99_402891_1;Est18_23;57.9;38;15;1;66;103;128;164;6.14e-08;41.2;LW
k99_403203_1;102;52.1;117;52;3;17;131;12;126;3.9e-34;113.0;LW
k99_403203_1;101;60.0;35;12;1;93;127;2;34;4.07e-09;45.4;LW
k99_408319_3;202;59.0;39;16;0;135;173;34;72;3.45e-10;53.1;LW
k99_412705_2;IS12;50.0;60;30;0;1;60;245;304;1.1e-15;61.6;LW
k99_419797_1;IS12;51.9;54;26;0;1;54;242;295;4.96e-16;62.4;LW
k99_432422_1;202;54.8;42;19;0;14;55;35;76;7.97e-11;50.8;LW
k99_450049_1;202;52.4;42;20;0;110;151;34;75;8.72e-07;42.0;LW
k99_451427_1;202;58.1;43;18;0;96;138;33;75;1.2e-10;50.4;LW
k99_461609_7;102;52.9;153;64;4;30;181;11;156;5.55e-49;153.0;LW
k99_461609_7;101;50.0;72;28;3;113;178;2;71;4.9e-16;66.6;LW
k99_462568_1;102;57.3;150;61;3;1;148;44;192;9.16e-55;167.0;LW
k99_462568_1;101;51.8;112;46;3;43;148;2;111;7.889999999999999e-34;113.0;LW
k99_477019_1;202;65.5;29;10;0;1;29;43;71;1.08e-06;38.5;LW
k99_479066_1;Est18_23;50.0;88;44;0;1;88;130;217;3.5400000000000003e-29;101.0;LW
k99_479066_1;BsEstB;52.3;107;47;3;1;107;132;234;6.64e-29;100.0;LW
k99_481637_2;202;57.5;40;17;0;120;159;37;76;9.17e-10;50.8;LW
k99_488191_1;102;52.6;215;92;5;35;241;5;217;2.37e-66;200.0;LW
k99_488191_1;Est18_23;51.2;211;89;6;42;241;2;209;3.3900000000000003e-59;187.0;LW
k99_494814_2;PpEst;54.8;155;70;0;1;155;47;201;1.75e-58;174.0;LW
k99_497471_1;IS12;60.6;71;28;0;11;81;49;119;6.73e-27;92.4;LW
k99_497471_1;IS10;54.3;70;32;0;12;81;50;119;6.79e-25;87.0;LW
k99_505089_1;102;59.2;49;20;0;46;94;12;60;9.44e-16;62.8;LW
k99_508420_1;IS12;50.8;122;59;1;13;134;45;165;7.420000000000001e-36;120.0;LW
k99_509873_2;102;62.2;45;15;1;29;73;9;51;2.24e-12;52.4;LW
k99_510764_1;BsEstB;50.0;58;29;0;41;98;6;63;7.89e-18;69.3;LW
k99_510764_1;Est18_23;50.0;54;27;0;41;94;3;56;4.01e-15;61.6;LW
k99_522492_1;202;62.5;32;12;0;156;187;38;69;3.62e-08;44.7;LW
k99_527317_1;Est1(Hydrolase4,Enzyme708);56.3;32;14;0;69;100;154;185;8.37e-07;38.1;LW
k99_527317_1;Est119;56.3;32;14;0;69;100;158;189;8.39e-07;38.1;LW
k99_527415_1;Est18_23;60.6;109;40;3;1;108;80;186;1.64e-39;129.0;LW
k99_527415_1;101;53.5;114;45;3;1;108;2;113;1.67e-35;115.0;LW
k99_527415_1;BsEstB;55.0;109;43;4;1;108;82;185;7.81e-34;114.0;LW
k99_539475_1;IS10;50.0;98;46;3;7;102;42;138;1.07e-25;90.1;LW
k99_544562_1;IS12;52.7;74;35;0;9;82;202;275;1.98e-26;91.3;LW
k99_544580_1;IS12;56.8;74;32;0;9;82;202;275;2.6700000000000002e-27;93.6;LW
k99_549128_2;PpEst;50.0;178;89;0;14;191;24;201;1.43e-64;191.0;LW
k99_565038_1;Est18_23;60.1;168;67;0;4;171;78;245;9.11e-66;201.0;LW
k99_565038_1;BsEstB;52.7;148;67;2;4;151;80;224;3.03e-46;150.0;LW
k99_565038_1;102;56.6;145;60;2;1;143;82;225;1.27e-44;142.0;LW
k99_565378_1;102;51.8;56;27;0;1;56;172;227;4.35e-16;65.9;LW
k99_568961_1;202;60.5;43;17;0;26;68;23;65;2.2e-13;55.1;LW
k99_574397_1;EstB;58.3;36;14;1;17;52;15;49;2.32e-09;42.7;LW
k99_587472_4;202;54.9;51;23;0;126;176;32;82;5.95e-10;52.4;LW
k99_589284_1;IS12;53.2;154;72;0;1;154;2;155;2.81e-54;166.0;LW
k99_594172_1;EstB;51.9;106;50;1;19;123;17;122;4.41e-30;100.0;LW
k99_597579_1;Est18_23;55.1;178;75;1;7;179;5;182;6.31e-65;199.0;LW
k99_597579_1;102;53.4;176;72;4;10;178;17;189;1.3e-55;170.0;LW
k99_597579_1;BsEstB;51.2;172;81;2;10;179;11;181;1.9299999999999999e-53;169.0;LW
k99_604280_2;PpEst;50.7;140;69;0;1;140;62;201;3.8900000000000003e-47;144.0;LW
k99_606300_1;Est18_23;54.7;137;62;0;2;138;35;171;2.04e-49;157.0;LW
k99_606300_1;101;54.1;98;38;3;47;138;2;98;1.1200000000000001e-27;96.7;LW
k99_612385_1;102;54.7;179;75;4;4;177;9;186;1.15e-61;186.0;LW
k99_612385_1;101;53.8;106;41;3;78;177;2;105;6.540000000000001e-31;106.0;LW
k99_614775_1;Est18_23;59.5;121;43;4;28;144;78;196;2.4e-40;133.0;LW
k99_614775_1;102;50.7;148;64;6;2;144;61;204;1.6e-38;125.0;LW
k99_614775_1;101;50.8;124;50;4;30;144;2;123;1.45e-32;109.0;LW
k99_626544_1;102;56.1;66;29;0;10;75;164;229;9.81e-18;71.6;LW
k99_637614_2;PpEst;50.8;179;88;0;25;203;23;201;4.42e-63;187.0;LW
k99_637952_1;102;59.0;61;23;1;29;89;11;69;9.15e-20;73.9;LW
k99_648169_1;IS11;65.3;98;34;0;1;98;56;153;1.04e-39;129.0;LW
k99_665404_1;102;50.8;120;51;4;2;120;11;123;3.6800000000000003e-32;109.0;LW
k99_669689_1;202;51.0;49;18;2;156;204;38;80;5.18e-08;45.4;LW
k99_678736_2;101;51.5;171;71;5;125;287;2;168;7.35e-44;145.0;LW
k99_683797_1;PpEst;61.5;52;20;0;2;53;150;201;1.2e-20;73.2;LW
k99_691121_1;Est18_23;50.2;235;114;1;9;240;2;236;3.82e-69;213.0;LW
k99_691121_1;102;50.0;220;106;3;7;223;9;227;2.48e-59;182.0;LW
k99_691443_7;202;51.3;39;19;0;147;185;34;72;5.57e-07;43.1;LW
k99_691575_1;Est18_23;51.0;208;96;4;16;222;15;217;1.3e-62;196.0;LW
k99_691575_1;101;54.5;145;58;4;84;222;2;144;1.84e-47;152.0;LW
k99_692466_1;Est18_23;52.1;121;58;0;1;121;28;148;2.11e-39;130.0;LW
k99_705375_1;102;51.0;96;45;2;85;178;84;179;1.48e-25;92.4;LW
k99_708013_1;102;55.0;40;18;0;64;103;11;50;3.45e-12;53.1;LW
k99_708356_1;204;52.9;34;16;0;17;50;74;107;8.27e-06;36.6;LW
k99_721289_1;Est18_23;56.3;103;44;1;1;102;101;203;5.820000000000001e-32;108.0;LW
k99_721289_1;BsEstB;51.5;103;46;2;1;102;103;202;4.2400000000000006e-27;95.5;LW
k99_726237_1;202;50.0;36;18;0;48;83;34;69;3.04e-07;40.8;LW
k99_728125_1;IS12;52.5;257;112;4;1;250;57;310;4.4799999999999996e-82;241.0;LW
k99_739407_1;202;54.5;33;15;0;2;34;40;72;1.46e-07;43.5;LW
k99_767995_1;IS12;54.2;131;59;1;1;130;121;251;4.7e-44;139.0;LW
k99_776972_2;PpEst;54.4;114;52;0;24;137;23;136;1.54e-45;140.0;LW
k99_784273_1;PHL-2;57.6;33;14;0;141;173;119;151;1.61e-06;39.7;LW
k99_797716_1;IS11;57.7;26;11;0;26;51;68;93;3.53e-06;33.9;LW
k99_801817_3;102;50.0;264;112;6;48;299;25;280;1.51e-73;222.0;LW
k99_811889_1;202;55.3;38;17;0;101;138;34;71;2.64e-07;40.8;LW
k99_820950_1;IS12;52.6;78;37;0;1;78;219;296;5.57e-23;82.4;LW
k99_822820_4;PpEst;51.5;196;94;1;1;195;6;201;5.389999999999999e-68;199.0;LW
k99_830798_1;IS12;63.4;153;56;0;1;153;93;245;2e-65;195.0;LW
k99_830798_1;IS10;57.5;153;65;0;1;153;93;245;7.7e-56;170.0;LW
k99_832119_1;102;58.3;103;41;2;2;103;90;191;1.33e-38;123.0;LW
k99_832119_1;Est18_23;55.8;104;43;3;1;103;82;183;9.02e-34;114.0;LW
k99_832119_1;BsEstB;53.9;102;41;4;2;102;85;181;5.09e-29;100.0;LW
k99_841881_1;102;54.8;62;28;0;16;77;164;225;2.11e-16;67.4;LW
k99_849242_1;Est18_23;55.6;144;62;2;22;164;76;218;9.31e-53;167.0;LW
k99_849296_1;Est18_23;55.6;90;38;2;22;110;76;164;1.14e-31;108.0;LW
k99_849296_1;101;53.6;69;25;2;26;89;2;68;1.36e-19;73.9;LW
k99_855603_1;202;58.3;36;15;0;30;65;37;72;7.65e-10;45.1;LW
k99_858009_2;PpEst;50.3;179;89;0;13;191;23;201;5e-62;184.0;LW
k99_860971_1;101;60.5;81;32;0;1;81;63;143;2.66e-29;100.0;LW
k99_860971_1;Est18_23;64.2;81;28;1;1;81;137;216;3e-27;96.7;LW
k99_860971_1;102;59.7;77;30;1;1;77;145;220;2.86e-26;92.0;LW
k99_860971_1;BsEstB;55.7;79;34;1;3;81;138;215;1.65e-21;80.5;LW
k99_866093_2;PpEst;50.0;116;58;0;9;124;86;201;5.28e-41;128.0;LW
k99_866375_1;102;55.1;49;22;0;44;92;16;64;8.43e-17;66.2;LW
k99_881425_2;Est8_89;62.1;29;11;0;1;29;1;29;4.81e-10;43.5;LW
k99_883605_1;Est18_23;50.8;118;54;1;1;114;25;142;1.97e-34;116.0;LW
k99_885268_1;PpEst;52.9;102;48;0;1;102;34;135;5.24e-36;114.0;LW
k99_892408_1;PLE629;50.0;36;16;1;57;92;168;201;1.22e-06;37.4;LW
k99_902670_1;102;75.0;40;10;0;1;40;30;69;9.99e-18;67.4;LW
k99_902670_2;102;56.1;66;27;1;1;64;107;172;3e-22;79.0;LW
k99_903544_1;102;53.2;62;29;0;18;79;164;225;1.91e-17;69.7;LW
k99_903933_1;IS10;53.7;95;44;0;2;96;76;170;8.66e-33;108.0;LW
k99_903955_1;IS10;53.7;95;44;0;2;96;76;170;8.66e-33;108.0;LW
k99_916060_1;EstB;56.8;44;18;1;12;55;10;52;1.08e-12;52.0;LW
k99_917636_1;EstB;56.8;44;18;1;12;55;10;52;1.08e-12;52.0;LW
k99_925649_1;202;55.3;38;17;0;104;141;34;71;7.63e-08;44.3;LW
k99_943281_1;102;50.2;225;103;3;60;276;5;228;2.8e-69;209.0;LW
k99_943281_1;101;54.7;148;59;3;135;276;2;147;1.05e-47;154.0;LW
k99_943593_3;101;53.3;75;29;2;110;178;2;76;1.57e-20;79.0;LW
k99_943906_2;611;58.3;24;10;0;113;136;121;144;8.15e-06;36.2;LW
k99_945799_1;202;51.3;39;19;0;42;80;34;72;6.33e-08;45.4;LW
k99_952143_2;102;54.3;35;16;0;52;86;16;50;7.68e-10;45.8;LW
k99_953388_1;102;62.9;97;34;1;1;97;131;225;5.08e-38;124.0;LW
k99_953388_1;BsEstB;58.8;97;35;2;1;97;125;216;2.9799999999999997e-30;107.0;LW
k99_974358_1;202;54.5;55;21;1;7;61;31;81;1.42e-11;55.8;LW
k99_983031_1;202;61.5;39;15;0;28;66;38;76;1.13e-09;46.6;LW
k99_1009092_1;Est8_89;50.7;229;107;2;4;230;3;227;1.18e-74;220.0;LW
k99_1016866_3;202;53.8;39;18;0;165;203;38;76;3.54e-07;42.7;LW
k99_1044237_2;PpEst;54.7;64;26;1;10;73;21;81;1.14e-17;65.9;LW
k99_1070897_4;IS12;51.5;235;112;2;108;341;51;284;1.15e-71;219.0;LW
k99_1074559_1;202;51.4;35;17;0;7;41;38;72;1.79e-06;39.3;LW
k99_1074759_2;PpEst;51.5;167;81;0;3;169;35;201;2.75e-61;181.0;LW
k99_1089291_1;102;58.5;188;71;4;13;199;12;193;1.88e-69;206.0;LW
k99_1089291_1;Est18_23;52.6;173;74;5;30;199;18;185;5.76e-53;169.0;LW
k99_1089291_1;BsEstB;52.0;177;69;7;28;199;19;184;3.32e-50;162.0;LW
k99_1099111_2;102;61.0;41;14;2;36;76;10;48;4.73e-12;51.6;LW
k99_1106102_1;101;50.7;75;30;3;56;124;2;75;4.31e-17;67.8;LW
k99_1107946_1;101;52.1;73;35;0;2;74;73;145;1.2800000000000001e-22;83.2;LW
k99_1107946_1;BsEstB;58.5;65;27;0;11;75;154;218;1.13e-20;79.0;LW
k99_1128902_1;IS10;63.5;96;35;0;3;98;76;171;2.27e-38;123.0;LW
k99_1128902_1;IS12;56.7;97;42;0;2;98;75;171;1.22e-34;113.0;LW
k99_1131960_1;IS12;63.3;210;77;0;16;225;46;255;4.86e-97;278.0;LW
k99_1131960_1;IS10;57.3;220;94;0;6;225;36;255;9.78e-86;249.0;LW
k99_1140305_1;Est18_23;59.2;98;40;0;9;106;77;174;5.89e-38;125.0;LW
k99_1140305_1;102;50.0;102;48;2;7;106;82;182;1.23e-28;97.8;LW
k99_1140305_1;101;51.0;104;38;5;12;106;2;101;2.21e-24;86.7;LW
k99_1146322_1;202;60.0;45;18;0;20;64;32;76;3.09e-11;50.8;LW
k99_1152194_1;BsEstB;52.2;113;49;3;3;114;111;219;3.05e-26;97.8;LW
k99_1152578_1;IS11;56.3;103;45;0;1;103;117;219;4.7e-40;130.0;LW
k99_1154952_1;101;50.0;144;64;2;47;183;2;144;3.0299999999999996e-42;138.0;LW
k99_1160867_1;Est18_23;64.9;114;34;2;2;114;109;217;5.3099999999999995e-42;137.0;LW
k99_1160867_1;102;55.7;115;46;1;2;116;118;227;4.54e-40;128.0;LW
k99_1160867_1;101;54.9;113;46;2;3;114;36;144;1.0999999999999999e-38;124.0;LW
k99_1160867_1;BsEstB;52.6;114;45;2;2;114;111;216;5.03e-34;115.0;LW
k99_1163330_3;Est8_89;56.5;23;10;0;10;32;8;30;9.91e-07;34.7;LW
k99_1165646_1;102;52.3;151;70;2;2;151;67;216;1.13e-45;153.0;LW
k99_1166244_2;102;54.8;135;57;3;1;133;85;217;2.32e-45;142.0;LW
k99_1166244_2;Est18_23;53.0;134;60;3;1;133;78;209;4.6699999999999995e-42;137.0;LW
k99_1193789_1;IS12;50.5;111;55;0;45;155;49;159;1.44e-32;110.0;LW
k99_1194333_4;202;63.2;38;14;0;134;171;34;71;1.63e-10;51.2;LW
k99_1196888_1;EstB;65.5;55;18;1;20;74;17;70;3.37e-20;72.8;LW
k99_1229174_1;PpEst;53.5;99;46;0;9;107;18;116;7.490000000000001e-35;111.0;LW
k99_1255486_1;BsEstB;52.4;191;85;5;6;195;49;234;2.17e-55;175.0;LW
k99_1255486_1;Est18_23;54.3;184;73;4;10;187;50;228;8.719999999999999e-55;174.0;LW
k99_1255486_1;102;51.2;168;78;3;11;176;60;225;2.8300000000000003e-47;149.0;LW
k99_1255486_1;101;53.8;145;57;4;40;176;2;144;2.6299999999999996e-42;137.0;LW
k99_1255501_1;EstB;66.7;21;7;0;27;47;17;37;2.05e-06;34.7;LW
